"Row.names","Date","EP.experimentator...Imaging.acquisition","Condition","ID.embryo","Cell.Segmentation","Threshold.nuclei","Threshold.membrane","Surface.Segmentation","Threshold.surface","Merged.cells.to.get.new.surface.information.from.cell.segmentation","Shortest.distance.between.ATM.group.to.TVC.group..from.edge.to.edge..µm","Comment.on.the.distance","Comment.on.the.embryo","Comment.detailed","Details.phenotype","Quality.of.segmentation.based.on.labelling..good..correct..not.good.","Comments","Name","Phenotype","migration.perturbed","division.perturbed","orientation.perturbed"
"Gna12.13.slide2_image18.2020_10_06","2020_10_06","Margaux Failla","Gna12/13","slide2_image18","yes",95.1,32.4,"-","-","yes","33.9","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVCs didn't migrate and didn't divide, it stayed with the ATMs in the tail","correct","-","Gna12.13.slide2_image18.2020_10_06","migration/division perturbed",TRUE,TRUE,FALSE
"Gna12.13.slide2_image2_left.2020_10_06","2020_10_06","Margaux Failla","Gna12/13","slide2_image2_left","yes",81.5,25.4,"-","-","yes","23.9","-","look like WT","look like WT","all look like WT","good","Segmentation doesn't reflect the correct signal","Gna12.13.slide2_image2_left.2020_10_06","WT",FALSE,FALSE,FALSE
"Gna12.13.slide2_image2_right.2020_10_06","2020_10_06","Margaux Failla","Gna12/13","slide2_image2_right","yes",81.5,30.1,"-","-","yes","23","-","look like WT","look like WT","all look like WT","good","Segmentation doesn't reflect the correct signal","Gna12.13.slide2_image2_right.2020_10_06","WT",FALSE,FALSE,FALSE
"Gna12.13.slide2_image22.2020_10_06","2020_10_06","Margaux Failla","Gna12/13","slide2_image22","yes",78.3,30.3,"-","-","yes","27.9","-","problem division","enhanced ATM division","one of the ATMs divided in the tail","correct","Segmentation doesn't reflect the correct signal","Gna12.13.slide2_image22.2020_10_06","division perturbed",FALSE,TRUE,FALSE
"Gna12.13.slide2_image23.2020_10_06","2020_10_06","Margaux Failla","Gna12/13","slide2_image23","yes",87.3,37.7,"-","-","yes","36.2","-","problem orientation","TVC cell alignment","one of the TVCs divided but not in the medio-laterale orientation, so cells are a bit aligned","good","Segmentation doesn't reflect the correct signal","Gna12.13.slide2_image23.2020_10_06","orientation perturbed",FALSE,FALSE,TRUE
"Gna12.13.slide2_image28.2020_10_06","2020_10_06","Margaux Failla","Gna12/13","slide2_image28","yes",81,25.3,"-","-","yes","-","only one group in the trunk - no distance","problem migration","enhanced ATM migration","the 2 ATMs migrated with the TVCs in the trunk","good","-","Gna12.13.slide2_image28.2020_10_06","migration perturbed",TRUE,FALSE,FALSE
"Gna12.13.slide2_image29.2020_10_06","2020_10_06","Margaux Failla","Gna12/13","slide2_image29","yes",85,27.7,"-","-","yes","0","groups connected","problem migration and division","enhanced ATM migration / enhanced ATM division","the 2 ATMs migrated but not completely, one is still a bit in the tail but migrated in the trunk too; these 2 ATMs divided too","good","Segmentation doesn't reflect the correct signal","Gna12.13.slide2_image29.2020_10_06","migration/division perturbed",TRUE,TRUE,FALSE
"Gna12.13.slide2_image30.2020_10_06","2020_10_06","Margaux Failla","Gna12/13","slide2_image30","yes",90.8,25.1,"-","-","yes","26.4","-","look like WT","look like WT","all look like WT","good","-","Gna12.13.slide2_image30.2020_10_06","WT",FALSE,FALSE,FALSE
"Gna12.13.slide2_image32_left.2020_10_06","2020_10_06","Margaux Failla","Gna12/13","slide2_image32_left","yes",85.8,27.5,"-","-","yes","29.6","-","look like WT","look like WT","all look like WT","good","-","Gna12.13.slide2_image32_left.2020_10_06","WT",FALSE,FALSE,FALSE
"Gna12.13.slide2_image32_right.2020_10_06","2020_10_06","Margaux Failla","Gna12/13","slide2_image32_right","yes",85.8,27.5,"-","-","yes","28.3","-","look like WT","look like WT","all look like WT","good","-","Gna12.13.slide2_image32_right.2020_10_06","WT",FALSE,FALSE,FALSE
"Gna12.13.slide2_image33_left.2020_10_06","2020_10_06","Margaux Failla","Gna12/13","slide2_image33_left","yes",95.1,27.3,"-","-","yes","0","groups connected","problem migration and division","enhanced ATM migration / enhanced ATM division","the 2 ATMs migrated but not completely, one is still a bit in the tail but migrated in the trunk too; the ATM, that completely migrated, divided in the trunk","good","Segmentation doesn't reflect the correct signal","Gna12.13.slide2_image33_left.2020_10_06","migration/division perturbed",TRUE,TRUE,FALSE
"Gna12.13.slide2_image33_right.2020_10_06","2020_10_06","Margaux Failla","Gna12/13","slide2_image33_right","yes",83.8,25,"-","-","yes","33.7","-","look like WT","look like WT","all look like WT","good","Segmentation doesn't reflect the correct signal","Gna12.13.slide2_image33_right.2020_10_06","WT",FALSE,FALSE,FALSE
"Gna12.13.slide2_image34.2020_10_06","2020_10_06","Margaux Failla","Gna12/13","slide2_image34","yes",97.5,30.3,"-","-","yes","26.6","-","look like WT","look like WT","all look like WT","good","-","Gna12.13.slide2_image34.2020_10_06","WT",FALSE,FALSE,FALSE
"Gna12.13.slide2_image4.2020_10_06","2020_10_06","Margaux Failla","Gna12/13","slide2_image4","yes",68,30.3,"-","-","yes","29.8","-","problem migration and division","enhanced ATM migration / inhibited TVC division","one of the ATMs migrated with the TVCs in the trunk; one of the TVCs didn't divide in the trunk","good","-","Gna12.13.slide2_image4.2020_10_06","migration/division perturbed",TRUE,TRUE,FALSE
"Gna12.13.slide2_image5.2020_10_06","2020_10_06","Margaux Failla","Gna12/13","slide2_image5","yes",69,55.5,"-","-","yes","40.4","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVCs didn't migrate and didn't divide, it stayed in the tail with the ATMs","good","Segmentation doesn't reflect the correct signal","Gna12.13.slide2_image5.2020_10_06","migration/division perturbed",TRUE,TRUE,FALSE
"Gna12.13.slide2_image6.2020_10_06","2020_10_06","Margaux Failla","Gna12/13","slide2_image6","yes",66.8,22.4,"-","-","yes","-","only one group in the trunk - no distance","problem migration and division","enhanced ATM migration / enhanced ATM division","the 2 ATMs migrated and divided with the TVCs in the trunk","good","-","Gna12.13.slide2_image6.2020_10_06","migration/division perturbed",TRUE,TRUE,FALSE
"Gna12.13.slide2_image9.2020_10_06","2020_10_06","Margaux Failla","Gna12/13","slide2_image9","yes",84.3,27.5,"-","-","yes","39","-","look like WT","look like WT","all look like WT","good","-","Gna12.13.slide2_image9.2020_10_06","WT",FALSE,FALSE,FALSE
"NDE.image1.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image1","yes",35,12.2,"-","-","yes","41.7","-","problem division","inhibited TVC division","one of the TVC didn't divide in the trunk","correct","-","NDE.image1.2020_06_17","division perturbed",FALSE,TRUE,FALSE
"NDE.image10_left.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image10_left","yes",10.1,13.8,"-","-","yes","15.6","-","look like WT","look like WT","all look like WT","good","-","NDE.image10_left.2020_06_17","WT",FALSE,FALSE,FALSE
"NDE.image10_right.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image10_right","yes",16.6,12.1,"-","-","yes","24.5","-","look like WT","look like WT","all look like WT","good","-","NDE.image10_right.2020_06_17","WT",FALSE,FALSE,FALSE
"NDE.image11_left.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image11_left","yes",6.87,11.8,"-","-","yes","8.56","-","look like WT","look like WT","all look like WT","good","-","NDE.image11_left.2020_06_17","WT",FALSE,FALSE,FALSE
"NDE.image11_right.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image11_right","yes",17.2,26.1,"-","-","yes","17.3","-","look like WT","look like WT","all look like WT","good","-","NDE.image11_right.2020_06_17","WT",FALSE,FALSE,FALSE
"NDE.image12.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image12","yes",20.1,16.7,"-","-","yes","50.2","-","problem division","inhibited TVC division","the 2 TVCs didn't divided in the trunk","good","A big protrusion from the ATM has not been detected by the segmentation because too thin","NDE.image12.2020_06_17","division perturbed",FALSE,TRUE,FALSE
"NDE.image13.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image13","yes",15.2,14.3,"-","-","yes","21.6","-","look like WT","look like WT","all look like WT","correct","-","NDE.image13.2020_06_17","WT",FALSE,FALSE,FALSE
"NDE.image14.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image14","yes",18.3,9.87,"-","-","yes","15.5","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated in the trunk and divided with the TVCs","correct","-","NDE.image14.2020_06_17","migration/division perturbed",TRUE,TRUE,FALSE
"NDE.image15_right.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image15_right","yes",5.34,13.7,"-","-","yes","20.7","-","look like WT","look like WT","all look like WT","good","-","NDE.image15_right.2020_06_17","WT",FALSE,FALSE,FALSE
"NDE.image16.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image16","yes",10.3,11.4,"-","-","yes","57.8","-","look like WT","look like WT","all look like WT","not good","-","NDE.image16.2020_06_17","WT",FALSE,FALSE,FALSE
"NDE.image17_left.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image17_left","yes",20.6,14.9,"-","-","yes","24.6","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","good","-","NDE.image17_left.2020_06_17","orientation perturbed",FALSE,FALSE,TRUE
"NDE.image17_right.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image17_right","yes",20.6,26.4,"-","-","yes","44.9","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate, it stayed in the tail and didn't divide; the other TVC that migrated in the trunk didn't divide","good","-","NDE.image17_right.2020_06_17","migration/division perturbed",TRUE,TRUE,FALSE
"NDE.image18.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image18","yes",21.5,22.2,"-","-","yes","38.3","-","problem division","inhibited TVC division","the 2 TVCs didn't divided in the trunk","good","-","NDE.image18.2020_06_17","division perturbed",FALSE,TRUE,FALSE
"NDE.image19_left.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image19_left","yes",2.61,7.14,"-","-","yes","44.6","-","look like WT","look like WT","all look like WT","not good","-","NDE.image19_left.2020_06_17","WT",FALSE,FALSE,FALSE
"NDE.image19_right.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image19_right","yes",4.79,11.9,"-","-","yes","51","-","look like WT","look like WT","all look like WT","good","-","NDE.image19_right.2020_06_17","WT",FALSE,FALSE,FALSE
"NDE.image2_left.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image2_left","yes",20.3,20.5,"-","-","yes","26.5","-","look like WT","look like WT","all look like WT","correct","-","NDE.image2_left.2020_06_17","WT",FALSE,FALSE,FALSE
"NDE.image2_right.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image2_right","yes",17.1,12.9,"-","-","yes","24.5","-","look like WT","look like WT","all look like WT","not good","-","NDE.image2_right.2020_06_17","WT",FALSE,FALSE,FALSE
"NDE.image20_left.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image20_left","yes",19,18,"-","-","yes","37.5","-","look like WT","look like WT","all look like WT","good","-","NDE.image20_left.2020_06_17","WT",FALSE,FALSE,FALSE
"NDE.image21_left.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image21_left","yes",18,12.5,"-","-","yes","23.5","-","look like WT","look like WT","all look like WT","correct","Don't see all the ATM cells (image not centered)","NDE.image21_left.2020_06_17","WT",FALSE,FALSE,FALSE
"NDE.image21_right.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image21_right","yes",5.3,10.3,"-","-","yes","31.1","-","look like WT","look like WT","all look like WT","correct","-","NDE.image21_right.2020_06_17","WT",FALSE,FALSE,FALSE
"NDE.image3_left.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image3_left","yes",25.3,10.6,"-","-","yes","25.4","-","look like WT","look like WT","all look like WT","good","-","NDE.image3_left.2020_06_17","WT",FALSE,FALSE,FALSE
"NDE.image3_right.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image3_right","yes",25.3,10.6,"-","-","yes","17.1","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated in the trunk and divided with the TVCs","good","-","NDE.image3_right.2020_06_17","migration/division perturbed",TRUE,TRUE,FALSE
"NDE.image4_left.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image4_left","yes",16.9,16.2,"-","-","yes","30.2","-","look like WT","look like WT","all look like WT","good","-","NDE.image4_left.2020_06_17","WT",FALSE,FALSE,FALSE
"NDE.image4_right.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image4_right","yes",10.9,16.2,"-","-","yes","35.5","-","look like WT","look like WT","all look like WT","good","-","NDE.image4_right.2020_06_17","WT",FALSE,FALSE,FALSE
"NDE.image5_left.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image5_left","yes",18.5,15.1,"-","-","yes","17.7","-","problem disposition TVC","problem disposition TVC","all look like WT (but the 4 cells are not  in the medio-lateral position: but no feature to extract this)","good","-","NDE.image5_left.2020_06_17","WT",FALSE,FALSE,FALSE
"NDE.image5_right.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image5_right","yes",16.1,15.1,"-","-","yes","31.8","-","look like WT","look like WT","all look like WT","good","-","NDE.image5_right.2020_06_17","WT",FALSE,FALSE,FALSE
"NDE.image6_left.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image6_left","yes",22,10.1,"-","-","yes","19.6","-","look like WT","look like WT","all look like WT","good","-","NDE.image6_left.2020_06_17","WT",FALSE,FALSE,FALSE
"NDE.image6_right.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image6_right","yes",22,17.6,"-","-","yes","37","-","look like WT","look like WT","all look like WT","good","-","NDE.image6_right.2020_06_17","WT",FALSE,FALSE,FALSE
"NDE.image8_left.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image8_left","yes",5.12,5.86,"-","-","yes","34.8","-","look like WT","look like WT","all look like WT","not good","Don't see all the ATM cells (image not centered)","NDE.image8_left.2020_06_17","WT",FALSE,FALSE,FALSE
"NDE.image8_right.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image8_right","yes",25.3,18.3,"-","-","yes","32.6","-","look like WT","look like WT","all look like WT","good","Don't see all the ATM cells (image not centered)","NDE.image8_right.2020_06_17","WT",FALSE,FALSE,FALSE
"NDE.image9.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image9","yes",15.7,14.9,"-","-","yes","13.2","-","problem division","inhibited TVC division","one of the TVC didn't divide in the trunk","good","-","NDE.image9.2020_06_17","division perturbed",FALSE,TRUE,FALSE
"Paxillin.image1.2020_07_14","2020_07_14","Yelena Bernadskaya","Paxillin","image1","yes",20,15.8,"-","-","yes","33.6","-","look like WT","look like WT","all look like WT","good","Don't see all the ATM cells (image not centered)","Paxillin.image1.2020_07_14","WT",FALSE,FALSE,FALSE
"Paxillin.image10.2020_07_14","2020_07_14","Yelena Bernadskaya","Paxillin","image10","yes",25.1,18.3,"-","-","yes","41.1","-","look like WT","look like WT","all look like WT","good","-","Paxillin.image10.2020_07_14","WT",FALSE,FALSE,FALSE
"Paxillin.image11_right.2020_07_14","2020_07_14","Yelena Bernadskaya","Paxillin","image11_right","yes",22.4,14.8,"-","-","yes","26.3","-","look like WT","look like WT","all look like WT","not good","Ambiguous phenotype because many cells around","Paxillin.image11_right.2020_07_14","WT",FALSE,FALSE,FALSE
"Paxillin.image12.2020_07_14","2020_07_14","Yelena Bernadskaya","Paxillin","image12","yes",23.3,19.6,"-","-","yes","30.9","-","look like WT","look like WT","all look like WT","good","-","Paxillin.image12.2020_07_14","WT",FALSE,FALSE,FALSE
"Paxillin.image13.2020_07_14","2020_07_14","Yelena Bernadskaya","Paxillin","image13","yes",22.4,18.1,"-","-","yes","30.9","-","look like WT","look like WT","all look like WT","good","Don't see all the ATM cells (image not centered)","Paxillin.image13.2020_07_14","WT",FALSE,FALSE,FALSE
"Paxillin.image14_left.2020_07_14","2020_07_14","Yelena Bernadskaya","Paxillin","image14_left","yes",40.6,26.4,"-","-","yes","20.8","-","problem division (but not seen in segmentation, nuclei are far enough and so considered as 2 cells)","inhibited TVC division","one of the TVC divided but not completely (but not seen in segmentation, because nuclei are far enough and so considered as 2 cells)","good","the incomplete division is not seen in segmentation, because nuclei are far enough and so considered as 2 cells","Paxillin.image14_left.2020_07_14","division perturbed",FALSE,TRUE,FALSE
"Paxillin.image14_right.2020_07_14","2020_07_14","Yelena Bernadskaya","Paxillin","image14_right","yes",29.9,22.6,"-","-","yes","21.5","-","look like WT","look like WT","all look like WT","good","-","Paxillin.image14_right.2020_07_14","WT",FALSE,FALSE,FALSE
"Paxillin.image15.2020_07_14","2020_07_14","Yelena Bernadskaya","Paxillin","image15","yes",27.6,20,"-","-","yes","43.4","-","look like WT","look like WT","all look like WT","good","-","Paxillin.image15.2020_07_14","WT",FALSE,FALSE,FALSE
"Paxillin.image16.2020_07_14","2020_07_14","Yelena Bernadskaya","Paxillin","image16","yes",25.3,22,"-","-","yes","34.9","-","look like WT","look like WT","all look like WT","good","Don't see all the ATM cells (image not centered)","Paxillin.image16.2020_07_14","WT",FALSE,FALSE,FALSE
"Paxillin.image17.2020_07_14","2020_07_14","Yelena Bernadskaya","Paxillin","image17","yes",25.1,25,"-","-","yes","36.2","-","look like WT","look like WT","all look like WT","good","-","Paxillin.image17.2020_07_14","WT",FALSE,FALSE,FALSE
"Paxillin.image18_left.2020_07_14","2020_07_14","Yelena Bernadskaya","Paxillin","image18_left","yes",22.9,19.1,"-","-","yes","34.3","-","problem division","inhibited TVC division","one of the TVC didn't divide in the trunk","correct","Don't see all the ATM cells (image not centered)","Paxillin.image18_left.2020_07_14","division perturbed",FALSE,TRUE,FALSE
"Paxillin.image18_right.2020_07_14","2020_07_14","Yelena Bernadskaya","Paxillin","image18_right","yes",22.9,19.1,"-","-","yes","37.8","-","look like WT","look like WT","all look like WT","good","-","Paxillin.image18_right.2020_07_14","WT",FALSE,FALSE,FALSE
"Paxillin.image19_left.2020_07_14","2020_07_14","Yelena Bernadskaya","Paxillin","image19_left","yes",69.3,22.4,"-","-","yes","52.9","-","look like WT","look like WT","all look like WT","correct","-","Paxillin.image19_left.2020_07_14","WT",FALSE,FALSE,FALSE
"Paxillin.image2.2020_07_14","2020_07_14","Yelena Bernadskaya","Paxillin","image2","yes",13.7,17.8,"-","-","yes","27.1","bad segmentation - distance should be longer","problem division and orientation","inhibited TVC division / TVC cell alignment","the 2 TVCs didn't divide in the trunk and they are not correctly oriented","not good","Don't see all the ATM cells (image not centered)","Paxillin.image2.2020_07_14","division/orientation perturbed",FALSE,TRUE,TRUE
"Paxillin.image20.2020_07_14","2020_07_14","Yelena Bernadskaya","Paxillin","image20","yes",20.5,15.4,"-","-","yes","35.5","-","problem division","inhibited TVC division","one of the TVC didn't divide in the trunk","good","-","Paxillin.image20.2020_07_14","division perturbed",FALSE,TRUE,FALSE
"Paxillin.image3.2020_07_14","2020_07_14","Yelena Bernadskaya","Paxillin","image3","yes",22,18.7,"-","-","yes","24.6","-","look like WT","look like WT","all look like WT","correct","Don't see all the ATM cells (image not centered)","Paxillin.image3.2020_07_14","WT",FALSE,FALSE,FALSE
"Paxillin.image4.2020_07_14","2020_07_14","Yelena Bernadskaya","Paxillin","image4","yes",25.3,23.4,"-","-","yes","19.6","-","problem division","inhibited TVC division","one of the TVC didn't divide in the trunk","good","-","Paxillin.image4.2020_07_14","division perturbed",FALSE,TRUE,FALSE
"Paxillin.image6.2020_07_14","2020_07_14","Yelena Bernadskaya","Paxillin","image6","yes",24.9,16.5,"-","-","yes","23","-","look like WT","look like WT","all look like WT","good","-","Paxillin.image6.2020_07_14","WT",FALSE,FALSE,FALSE
"Paxillin.image7.2020_07_14","2020_07_14","Yelena Bernadskaya","Paxillin","image7","yes",25.4,17.8,"-","-","yes","34.6","-","look like WT","look like WT","all look like WT","good","-","Paxillin.image7.2020_07_14","WT",FALSE,FALSE,FALSE
"Paxillin.image8.2020_07_14","2020_07_14","Yelena Bernadskaya","Paxillin","image8","yes",20.2,23.4,"-","-","yes","29.8","-","look like WT","look like WT","all look like WT","good","-","Paxillin.image8.2020_07_14","WT",FALSE,FALSE,FALSE
"Paxillin.image9_left.2020_07_14","2020_07_14","Yelena Bernadskaya","Paxillin","image9_left","yes",22.6,18.9,"-","-","yes","46.9","-","look like WT","look like WT","all look like WT","good","-","Paxillin.image9_left.2020_07_14","WT",FALSE,FALSE,FALSE
"Paxillin.image9_right.2020_07_14","2020_07_14","Yelena Bernadskaya","Paxillin","image9_right","yes",22.6,18.9,"-","-","yes","44.1","-","look like WT","look like WT","all look like WT","correct","-","Paxillin.image9_right.2020_07_14","WT",FALSE,FALSE,FALSE
"Paxillin.slide1_image1_left.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image1_left","yes",100,16.3,"-","-","yes","24.3","-","look like WT","look like WT","all look like WT","good","","Paxillin.slide1_image1_left.2019_08_29","WT",FALSE,FALSE,FALSE
"Paxillin.slide1_image1_right.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image1_right","yes",110,32.3,"-","-","yes","8.48","normally the groups are connected","problem migration and division","enhanced ATM migration / enhanced ATM division / inhibited TVC division","one of the ATM migrated and divided in the trunk with the TVCs; one of the TVC didn't divide in the trunk","good","","Paxillin.slide1_image1_right.2019_08_29","migration/division perturbed",TRUE,TRUE,FALSE
"Paxillin.slide1_image10.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image10","yes",81,26,"-","-","yes","20","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated and divided in the trunk with the TVCs","good","","Paxillin.slide1_image10.2019_08_29","migration/division perturbed",TRUE,TRUE,FALSE
"Paxillin.slide1_image12.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image12","yes",105,27,"-","-","yes","21.1","-","look like WT","look like WT","all look like WT","good","","Paxillin.slide1_image12.2019_08_29","WT",FALSE,FALSE,FALSE
"Paxillin.slide1_image13_left.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image13_left","yes",81.5,23.8,"-","-","yes","36.9","-","look like WT","look like WT","all look like WT","not good","","Paxillin.slide1_image13_left.2019_08_29","WT",FALSE,FALSE,FALSE
"Paxillin.slide1_image13_right.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image13_right","yes",51.3,16.9,"-","-","yes","36.4","-","look like WT","look like WT","all look like WT","not good","","Paxillin.slide1_image13_right.2019_08_29","WT",FALSE,FALSE,FALSE
"Paxillin.slide1_image16.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image16","yes",72.5,35,"-","-","yes","18.2","-","look like WT","look like WT","all look like WT","good","","Paxillin.slide1_image16.2019_08_29","WT",FALSE,FALSE,FALSE
"Paxillin.slide1_image18.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image18","yes",86.3,28,"-","-","yes","32.3","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","good","","Paxillin.slide1_image18.2019_08_29","division perturbed",FALSE,TRUE,FALSE
"Paxillin.slide1_image19.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image19","yes",90.8,29,"-","-","yes","21.3","-","look like WT","look like WT","all look like WT","good","","Paxillin.slide1_image19.2019_08_29","WT",FALSE,FALSE,FALSE
"Paxillin.slide1_image2.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image2","yes",89.5,28.6,"-","-","yes","35.3","-","look like WT but ATM detached","look like WT but ATM detached","all look like WT (but the ATM are separated)","good","","Paxillin.slide1_image2.2019_08_29","WT",FALSE,FALSE,FALSE
"Paxillin.slide1_image21.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image21","yes",95.1,29,"-","-","yes","30.3","-","look like WT","look like WT","all look like WT","good","","Paxillin.slide1_image21.2019_08_29","WT",FALSE,FALSE,FALSE
"Paxillin.slide1_image22.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image22","yes",89.9,20,"-","-","yes","13.4","-","look like WT","look like WT","all look like WT","good","","Paxillin.slide1_image22.2019_08_29","WT",FALSE,FALSE,FALSE
"Paxillin.slide1_image23_left.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image23_left","yes",85.5,17.1,"-","-","yes","34.7","-","look like WT","look like WT","all look like WT","correct","","Paxillin.slide1_image23_left.2019_08_29","WT",FALSE,FALSE,FALSE
"Paxillin.slide1_image24.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image24","yes",120,24,"-","-","yes","19.8","-","look like WT","look like WT","all look like WT","correct","","Paxillin.slide1_image24.2019_08_29","WT",FALSE,FALSE,FALSE
"Paxillin.slide1_image25.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image25","yes",69.4,23.4,"-","-","yes","28.2","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","good","","Paxillin.slide1_image25.2019_08_29","division perturbed",FALSE,TRUE,FALSE
"Paxillin.slide1_image26_left.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image26_left","yes",85.4,26.4,"-","-","yes","14.3","-","look like WT","look like WT","all look like WT","good","","Paxillin.slide1_image26_left.2019_08_29","WT",FALSE,FALSE,FALSE
"Paxillin.slide1_image27.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image27","yes",85.8,20,"-","-","yes","37.9","-","look like WT","look like WT","all look like WT","good","","Paxillin.slide1_image27.2019_08_29","WT",FALSE,FALSE,FALSE
"Paxillin.slide1_image28_left.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image28_left","yes",76.7,17.3,"-","-","yes","18.5","-","look like WT","look like WT","all look like WT","good","","Paxillin.slide1_image28_left.2019_08_29","WT",FALSE,FALSE,FALSE
"Paxillin.slide1_image28_right.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image28_right","yes",76.7,18,"-","-","yes","18.4","-","look like WT","look like WT","all look like WT","correct","","Paxillin.slide1_image28_right.2019_08_29","WT",FALSE,FALSE,FALSE
"Paxillin.slide1_image3_left.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image3_left","yes",89.7,19.5,"-","-","yes","-","no distance - only one group in the trunk","problem migration","enhanced ATM migration","the 2 ATMs migrated in the trunk","good","","Paxillin.slide1_image3_left.2019_08_29","migration perturbed",TRUE,FALSE,FALSE
"Paxillin.slide1_image3_right.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image3_right","yes",89.7,15,"-","-","yes","1.59","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated and divided in the trunk with the TVCs","good","","Paxillin.slide1_image3_right.2019_08_29","migration/division perturbed",TRUE,TRUE,FALSE
"Paxillin.slide1_image30_left.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image30_left","yes",51.1,11.1,"-","-","yes","18.1","-","look like WT","look like WT","all look like WT","good","","Paxillin.slide1_image30_left.2019_08_29","WT",FALSE,FALSE,FALSE
"Paxillin.slide1_image30_right.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image30_right","yes",64.9,23.2,"-","-","yes","25.1","-","problem migration and division","enhanced ATM migration / inhibited TVC division","one of the ATM migrated with the TVCs in the trunk; and one of the TVC didn't divide in the trunk","good","","Paxillin.slide1_image30_right.2019_08_29","migration/division perturbed",TRUE,TRUE,FALSE
"Paxillin.slide1_image31_left.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image31_left","yes",28.1,20,"-","-","yes","18.7","-","look like WT","look like WT","all look like WT","correct","","Paxillin.slide1_image31_left.2019_08_29","WT",FALSE,FALSE,FALSE
